,album,artist,duration_ms,energy,genredanceability,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,track_id,track_name,valence
149,Dead End Diaries,Balance Breach,259643,0.927,,0.0705,8,0.292,-5.596,1,39.0,0.0609,135.005,4,3AXc9ewTzTvHiLHqH3SpPz,Aurora,0.272
150,Identity,Everrest,242500,0.923,,0.0,5,0.0863,-4.138,0,40.0,0.0745,140.095,4,4Fz3ssdPV4gbBGklsjPZhe,Identity,0.344
151,Soul Decay,Make Them Suffer,223773,0.914,,0.000192,4,0.226,-5.008,0,30.0,0.0639,83.977,4,44DznBE0M27N10F5oY8BJt,Soul Decay,0.42
152,Fallen For,Another Day's Armor,199167,0.965,,0.268,0,0.191,-2.127,1,41.0,0.0856,90.575,4,0nYRkgJ258nGe5pNor0oPB,Fallen For,0.438
153,Demons,Tempting Fate,209125,0.961,,0.305,2,0.32,-3.666,1,40.0,0.063,105.025,4,1HwH7xZ0Osm310NObr1iIx,Demons,0.111
154,Aftermath,The Ghost Inside,298826,0.953,,0.0,5,0.1,-3.334,0,54.0,0.192,172.023,4,0UL668NCJKvzQuIgkwTQtz,Aftermath,0.127
155,Fading Out,Until We Get Caught,197945,0.949,,0.0,0,0.316,-5.426,0,40.0,0.13,160.008,4,157sRGV4pJu99RTOkrnxaa,Fading Out,0.687
156,What Went Wrong,The Wise Man's Fear,208521,0.978,,0.0,2,0.101,-5.972,1,39.0,0.0483,109.962,4,4isdg5lV1sgZuL6Xhzb48h,What Went Wrong,0.3
157,Through the Eyes of a Serpent,Agonize The Serpent,204082,0.998,,0.0333,1,0.421,-3.998,0,41.0,0.187,115.017,4,1OYFCOeQw1bspVdP45wmZl,Amnesia,0.0811
158,Roses,Awaken I Am,193309,0.932,,0.0,3,0.127,-3.304,0,48.0,0.0665,138.035,4,5Eo1InCjmXUavahva3V4ES,Roses,0.391
159,Eulogy MMXX - Burn It / / Bury It Double a Side,"Our Hollow, Our Home",188182,0.973,,0.0318,3,0.0758,-4.107,1,41.0,0.135,110.009,4,73a5BJWXiPpx9tJrgXCZEW,Eulogy MMXX,0.136
160,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,213760,0.933,,0,1,0.206,-3.358,1,74.0,0.171,96.306,4,3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),0.709
161,The Gift Of Game,Crazy Town,216733,0.811,,0.000142,9,0.107,-4.17,0,72.0,0.081,103.502,4,4BggEwLhGfrbrl7JBhC8EC,Butterfly,0.609
162,Hybrid Theory (Bonus Edition),Linkin Park,157333,0.969,,1.32e-06,9,0.0787,-4.419,1,76.0,0.0491,95.136,4,3K4HG9evC7dg3N0R9cYqk4,One Step Closer,0.538
163,Toxicity,System Of A Down,210240,0.934,,0.0015,7,0.132,-3.908,0,80.0,0.12,127.288,4,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,0.286
164,Issues,Korn,270920,0.769,,0.00124,4,0.271,-7.036,1,71.0,0.041,104.102,4,2F6FfZ4w8z3eJpSxPotVO5,Falling Away from Me,0.17
165,Infest,Papa Roach,199893,0.887,,0.00111,4,0.268,-3.659,0,2.0,0.0624,90.578,4,5eek2X5459T1HoYJk2CKXv,Last Resort,0.724
166,Spit,Kittie,239067,0.929,,0.672,5,0.0897,-5.623,1,45.0,0.0581,153.98,4,76g4Ybt7SW4PvloFDIzsSX,Charlotte,0.364
167,Sinner (Unlucky 13th Anniversary Deluxe Edition),Drowning Pool,202467,0.919,,0.000607,4,0.113,-4.318,0,57.0,0.0798,130.919,4,1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,0.542
168,Raging Speedhorn,Raging Speedhorn,156627,0.821,,0.00155,5,0.11,-5.209,0,0.0,0.0462,103.008,4,5UxmJ9bBeGRFhZsItTkoTL,Thumper,0.334
169,Start With A Strong And Persistent Desire,Vex Red,289293,0.759,,0.0419,10,0.0991,-4.486,1,35.0,0.043,149.961,4,3ivsBS2Sko6udZ7GWarDTu,Can't Smile,0.277
170,Primitive (Special Edition),Soulfly,311987,0.954,,2.86e-05,2,0.127,-4.86,1,58.0,0.0801,100.98,4,1UwwbPgKGOoSbqqHm9Xxzn,Jumpdafuckup,0.235
171,Adema,Adema,274733,0.962,,0.0122,1,0.114,-5.33,1,51.0,0.111,152.326,4,1OGFtaUgHAQjtSk7mhDwr9,Giving In,0.196
172,Significant Other,Limp Bizkit,289560,0.929,,0.0723,11,0.718,-5.996,1,66.0,0.082,97.57,4,1TEZWG1FdjzDdercCguTwj,Nookie,0.284
173,Skull & Bones,Cypress Hill,254907,0.879,,0,1,0.131,-3.982,1,39.0,0.0667,108.88,4,2gPYmTCoxBexu2o0zLwWt1,Can't Get The Best Of Me,0.845
174,Meteora (Bonus Edition),Linkin Park,213933,0.951,,2.39e-06,1,0.261,-3.754,1,70.0,0.0645,162.065,4,3fjmSxt0PskST13CSdBUFx,Somewhere I Belong,0.442
175,Headspace,Pulse Ultra,234600,0.921,,3.34e-06,2,0.121,-4.99,0,45.0,0.116,122.554,3,1qVxslK1epoLJCfZFhu24L,Build Your Cages,0.403
176,Greatest Hits (The Atlantic Years),P.O.D.,203693,0.952,,0.000156,2,0.31,-3.761,0,57.0,0.0756,80.899,4,3IRovqSVYx3CNtDWRebsET,Alive - 2006 Remaster,0.55
177,Greatest Hitz,Limp Bizkit,166653,0.908,,6.12e-05,8,0.0475,-5.399,1,59.0,0.165,108.681,4,2YC6ET3q1F29B0V7UcPV70,Break Stuff,0.617
178,Anthology,Alien Ant Farm,209267,0.964,,0.00512,9,0.144,-4.261,0,74.0,0.0582,126.928,4,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,0.87
179,Candyass,Orgy,267000,0.696,,3.43e-05,8,0.0779,-8.109,1,61.0,0.034,129.833,4,5267gVdYWrLoz6ClOhlqmE,Blue Monday,0.938
180,The Sickness (10th Anniversary Edition),Disturbed,278707,0.896,,1.19e-05,10,0.102,-2.704,0,67.0,0.056,90.009,4,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,0.924
181,Meteora (Bonus Edition),Linkin Park,185587,0.863,,0,9,0.639,-4.153,1,66.0,0.0381,110.018,4,1y1sChqjzdNWzwdHQADMrR,Numb,0.243
182,Slipknot (10th Anniversary Edition),Slipknot,147840,0.996,,0,7,0.417,-4.119,1,70.0,0.104,93.345,4,2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,0.327
183,Them Vs. You Vs. Me (Deluxe Edition),Finger Eleven,208107,0.939,,0,11,0.233,-3.486,0,71.0,0.0456,106.031,4,28IEbk5a7twNTbUEvWslUb,Paralyzer,0.861
184,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,272973,0.864,,1.68e-06,6,0.683,-3.981,1,71.0,0.0462,97.225,4,2gSVKxPDww9Eep5rdvtdem,My Way,0.609
185,Fallen,Evanescence,235893,0.946,,2.93e-06,4,0.288,-3.209,0,0.0,0.107,189.892,4,646J2jOtUe4Jflrmh6JFjN,Bring Me To Life,0.297
186,Trapt,Trapt,285570,0.896,,2.78e-06,4,0.189,-5.819,0,74.0,0.117,184.981,4,1AEYT6VxrxXPMoQUxsY0E4,Headstrong,0.534
187,Hoobastank,Hoobastank,175027,0.932,,7.59e-05,6,0.138,-4.491,0,0.0,0.0885,93.675,4,1eK4KsyjAzr2xJ86Tj5SWa,Crawling In The Dark,0.698
188,Follow The Leader,Korn,255733,0.898,,0.105,2,0.39,-5.877,1,74.0,0.052,103.293,4,6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,0.525
189,Vol. 3: The Subliminal Verses,Slipknot,252613,0.982,,0.000294,4,0.204,-3.026,0,77.0,0.168,143.772,4,61mWefnWQOLf90gepjOCb3,Duality,0.194
190,Devil Without a Cause,Kid Rock,265840,0.939,,0.000239,11,0.109,-5.371,1,67.0,0.171,90.592,4,0f37VQs969vZUL4gVfHRV9,Bawitdaba,0.367
191,The Sickness,Disturbed,274160,0.938,,2.17e-05,1,0.186,-3.916,1,56.0,0.129,196.143,4,5IvKtrcNWBkvyW2yXZ2Y40,Stupify,0.437
192,Moving Forward In Reverse: Greatest Hits,Saliva,252933,0.937,,0.000294,6,0.129,-2.912,1,0.0,0.0495,95.961,4,55SUneDPq3ZOrJi8sVG78G,Click Click Boom,0.493
193,Dysfunction,Staind,282093,0.826,,0.000944,6,0.0818,-5.085,1,65.0,0.0362,106.606,4,6264zKFgXM13JuRBX4MMyD,Mudshovel,0.341
194,Flyleaf,Flyleaf,176160,0.959,,6.19e-06,10,0.118,-4.257,1,49.0,0.0854,153.925,4,3v0ylYF51SKkgAi4PrfKTq,I'm So Sick,0.269
195,System Of A Down,System Of A Down,153800,0.889,,0.00215,1,0.258,-2.693,1,49.0,0.261,131.073,4,1Ym3JWJG8HFJU2NbXavZ6a,Sugar,0.586
196,Awake,Godsmack,304373,0.755,,0.00396,5,0.31,-4.107,1,0.0,0.0549,111.813,4,4nutsbzI8q1Ha2Vs0dkeqJ,Awake,0.492
197,Make Yourself - Tour Edition,Incubus,223733,0.817,,0.0139,1,0.129,-6.489,0,0.0,0.0631,152.018,4,3FJuFr00K5IpgvTCDDaqW5,Pardon Me,0.28
198,Wonder What's Next (Expanded Edition),Chevelle,238400,0.843,,0.000803,1,0.348,-3.318,0,70.0,0.0488,140.055,3,1gyee1JuFFiP476LQpRMYU,The Red,0.332
199,Leave a Whisper,Shinedown,235160,0.916,,0.000588,5,0.0474,-4.557,1,46.0,0.0473,96.101,4,2DpBRXSlfNEWHf8PQkAVvQ,Fly from the Inside,0.385
200,Around the Fur,Deftones,214760,0.781,,0.205,1,0.166,-4.277,1,68.0,0.0377,71.841,4,1158ckiB5S4cpsdYHDB9IF,My Own Summer (Shove It),0.372
201,Crossfade,Crossfade,194227,0.815,,0,2,0.27,-5.55,0,68.0,0.0368,147.974,4,6ZxrUCaynLgKSUudACOTwj,Cold,0.618
202,Life,Dope,186067,0.96,,0.000997,5,0.109,-3.524,0,68.0,0.07,126.02,4,5bU4KX47KqtDKKaLM4QCzh,Die MF Die,0.567
203,Lost and Found,Mudvayne,216427,0.971,,2.11e-05,5,0.275,-2.661,0,68.0,0.0965,100.078,4,0INUE1K7cEiE8VH63Rv5RJ,Happy?,0.383
204,Tonight The Stars Revolt,Powerman 5000,177960,0.903,,0,11,0.295,-4.77,1,0.0,0.0756,143.828,4,4xfcKZRY6LnjfZwE5lVJp0,When Worlds Collide,0.581
205,Recoil (Explicit Content U.S. Version),Nonpoint,273067,0.812,,0.143,0,0.143,-4.193,1,58.0,0.0469,99.935,4,2GV039LpIeFtgTKKIZPrf0,In the Air Tonight,0.181
206,Revolution Revolucion,Ill Niño,210533,0.945,,0.0683,7,0.0841,-4.202,1,53.0,0.0979,174.756,4,3jmelhU4kuytaLPLeiAerH,I Am Loco,0.101
207,The Lonely Position Of Neutral,TRUSTcompany,191373,0.925,,1.6e-06,6,0.268,-3.317,1,0.0,0.113,196.198,4,55a9zQ8GXMw3gApQosXMHC,Downfall,0.511
208,Two,Earshot,213000,0.934,,0.164,9,0.0921,-3.899,1,57.0,0.0553,102.121,4,45R6DmpsaoqLujIn6qPTPH,Wait,0.477
209,Wisconsin Death Trip,Static-X,154907,0.978,,4.42e-06,0,0.287,-3.965,1,64.0,0.0493,149.887,4,6O7pihLJgeqxUnG7u9oYL2,Push It,0.499
210,The Darker Side of Nonsense,Dry Kill Logic,272267,0.937,,0.000542,7,0.608,-4.311,1,51.0,0.0969,136.46,4,78SOBkauu6CnXV2OtpDrHK,Rot,0.29
211,Year Of The Spider,Cold,189853,0.868,,0.000389,0,0.0836,-4.44,1,54.0,0.0639,138.807,3,40u9RFyKQfXwpPjFzK1bGO,Stupid Girl,0.164
212,Welcome,Taproot,189200,0.912,,0.0025,7,0.086,-2.968,1,58.0,0.107,105.368,4,7mQwxVogsnpR3h6AJLQLlR,Poem,0.666
213,Digimortal,Fear Factory,204853,0.871,,2.01e-05,0,0.11,-3.389,1,59.0,0.0844,111.989,4,4qjvr0qMFUo26SxwC4VygS,Linchpin,0.533
214,Through The Eyes (Explicit Version),Flaw,176600,0.896,,0.0212,9,0.0815,-6.393,1,0.0,0.109,192.392,4,3tpFewlKhFoWp46WUVAuth,Get Up Again,0.565
215,Nothing,A,223267,0.899,,0,2,0.512,-5.948,1,0.0,0.0793,176.686,4,42S5tXOXQycYxyytAwiXkg,Nothing,0.379
216,White Pony,Deftones,237360,0.986,,0.000136,8,0.0924,-3.022,1,59.0,0.107,85.117,4,0Qrb3L8JgreLBW8g4qyan9,Back to School (Mini Maggit),0.256
217,The Height of Callousness,Spineshank,194733,0.909,,0.000254,7,0.0981,-4.184,1,55.0,0.0637,121.966,4,5xqi4X6J5PHwndSJc7YLYH,New Disease,0.275
218,Best Of (Chapter One 1997-2004),Sevendust,258427,0.907,,0.00333,1,0.222,-5.587,1,55.0,0.0522,104.348,4,12nGRgtkjrqb3mvsEp4yKj,Denial,0.461
219,A Snow Capped Romance,36 Crazyfists,198600,0.931,,2.46e-05,0,0.115,-4.843,1,53.0,0.0847,160.079,4,201NunZ5rsvabQoX2PxMlS,Bloodwork,0.814
220,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,213760,0.933,,0,1,0.206,-3.358,1,74.0,0.171,96.306,4,3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),0.709
221,The Gift Of Game,Crazy Town,216733,0.811,,0.000142,9,0.107,-4.17,0,72.0,0.081,103.502,4,4BggEwLhGfrbrl7JBhC8EC,Butterfly,0.609
222,Hybrid Theory (Bonus Edition),Linkin Park,157333,0.969,,1.32e-06,9,0.0787,-4.419,1,76.0,0.0491,95.136,4,3K4HG9evC7dg3N0R9cYqk4,One Step Closer,0.538
223,Toxicity,System Of A Down,210240,0.934,,0.0015,7,0.132,-3.908,0,80.0,0.12,127.288,4,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,0.286
224,Issues,Korn,270920,0.769,,0.00124,4,0.271,-7.036,1,71.0,0.041,104.102,4,2F6FfZ4w8z3eJpSxPotVO5,Falling Away from Me,0.17
225,Infest,Papa Roach,199893,0.887,,0.00111,4,0.268,-3.659,0,2.0,0.0624,90.578,4,5eek2X5459T1HoYJk2CKXv,Last Resort,0.724
226,Spit,Kittie,239067,0.929,,0.672,5,0.0897,-5.623,1,45.0,0.0581,153.98,4,76g4Ybt7SW4PvloFDIzsSX,Charlotte,0.364
227,Sinner (Unlucky 13th Anniversary Deluxe Edition),Drowning Pool,202467,0.919,,0.000607,4,0.113,-4.318,0,57.0,0.0798,130.919,4,1cqWEQ6TRfYr3SBNh7Ni2w,Bodies,0.542
228,Raging Speedhorn,Raging Speedhorn,156627,0.821,,0.00155,5,0.11,-5.209,0,0.0,0.0462,103.008,4,5UxmJ9bBeGRFhZsItTkoTL,Thumper,0.334
229,Start With A Strong And Persistent Desire,Vex Red,289293,0.759,,0.0419,10,0.0991,-4.486,1,35.0,0.043,149.961,4,3ivsBS2Sko6udZ7GWarDTu,Can't Smile,0.277
230,Primitive (Special Edition),Soulfly,311987,0.954,,2.86e-05,2,0.127,-4.86,1,58.0,0.0801,100.98,4,1UwwbPgKGOoSbqqHm9Xxzn,Jumpdafuckup,0.235
231,Adema,Adema,274733,0.962,,0.0122,1,0.114,-5.33,1,51.0,0.111,152.326,4,1OGFtaUgHAQjtSk7mhDwr9,Giving In,0.196
232,Significant Other,Limp Bizkit,289560,0.929,,0.0723,11,0.718,-5.996,1,66.0,0.082,97.57,4,1TEZWG1FdjzDdercCguTwj,Nookie,0.284
233,Skull & Bones,Cypress Hill,254907,0.879,,0,1,0.131,-3.982,1,39.0,0.0667,108.88,4,2gPYmTCoxBexu2o0zLwWt1,Can't Get The Best Of Me,0.845
234,Meteora (Bonus Edition),Linkin Park,213933,0.951,,2.39e-06,1,0.261,-3.754,1,70.0,0.0645,162.065,4,3fjmSxt0PskST13CSdBUFx,Somewhere I Belong,0.442
235,Headspace,Pulse Ultra,234600,0.921,,3.34e-06,2,0.121,-4.99,0,45.0,0.116,122.554,3,1qVxslK1epoLJCfZFhu24L,Build Your Cages,0.403
236,Greatest Hits (The Atlantic Years),P.O.D.,203693,0.952,,0.000156,2,0.31,-3.761,0,57.0,0.0756,80.899,4,3IRovqSVYx3CNtDWRebsET,Alive - 2006 Remaster,0.55
237,Greatest Hitz,Limp Bizkit,166653,0.908,,6.12e-05,8,0.0475,-5.399,1,59.0,0.165,108.681,4,2YC6ET3q1F29B0V7UcPV70,Break Stuff,0.617
238,Anthology,Alien Ant Farm,209267,0.964,,0.00512,9,0.144,-4.261,0,74.0,0.0582,126.928,4,5z6xHjCZr7a7AIcy8sPBKy,Smooth Criminal,0.87
239,Candyass,Orgy,267000,0.696,,3.43e-05,8,0.0779,-8.109,1,61.0,0.034,129.833,4,5267gVdYWrLoz6ClOhlqmE,Blue Monday,0.938
240,The Sickness (10th Anniversary Edition),Disturbed,278707,0.896,,1.19e-05,10,0.102,-2.704,0,67.0,0.056,90.009,4,4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,0.924
241,Meteora (Bonus Edition),Linkin Park,185587,0.863,,0,9,0.639,-4.153,1,66.0,0.0381,110.018,4,1y1sChqjzdNWzwdHQADMrR,Numb,0.243
242,Slipknot (10th Anniversary Edition),Slipknot,147840,0.996,,0,7,0.417,-4.119,1,70.0,0.104,93.345,4,2gscB6kDOmrv1P6qs2KXE3,Wait and Bleed,0.327
243,Them Vs. You Vs. Me (Deluxe Edition),Finger Eleven,208107,0.939,,0,11,0.233,-3.486,0,71.0,0.0456,106.031,4,28IEbk5a7twNTbUEvWslUb,Paralyzer,0.861
244,Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,272973,0.864,,1.68e-06,6,0.683,-3.981,1,71.0,0.0462,97.225,4,2gSVKxPDww9Eep5rdvtdem,My Way,0.609
245,Fallen,Evanescence,235893,0.946,,2.93e-06,4,0.288,-3.209,0,0.0,0.107,189.892,4,646J2jOtUe4Jflrmh6JFjN,Bring Me To Life,0.297
246,Trapt,Trapt,285570,0.896,,2.78e-06,4,0.189,-5.819,0,74.0,0.117,184.981,4,1AEYT6VxrxXPMoQUxsY0E4,Headstrong,0.534
247,Hoobastank,Hoobastank,175027,0.932,,7.59e-05,6,0.138,-4.491,0,0.0,0.0885,93.675,4,1eK4KsyjAzr2xJ86Tj5SWa,Crawling In The Dark,0.698
248,Follow The Leader,Korn,255733,0.898,,0.105,2,0.39,-5.877,1,74.0,0.052,103.293,4,6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash,0.525
249,Vol. 3: The Subliminal Verses,Slipknot,252613,0.982,,0.000294,4,0.204,-3.026,0,77.0,0.168,143.772,4,61mWefnWQOLf90gepjOCb3,Duality,0.194
250,Devil Without a Cause,Kid Rock,265840,0.939,,0.000239,11,0.109,-5.371,1,67.0,0.171,90.592,4,0f37VQs969vZUL4gVfHRV9,Bawitdaba,0.367
251,The Sickness,Disturbed,274160,0.938,,2.17e-05,1,0.186,-3.916,1,56.0,0.129,196.143,4,5IvKtrcNWBkvyW2yXZ2Y40,Stupify,0.437
252,Moving Forward In Reverse: Greatest Hits,Saliva,252933,0.937,,0.000294,6,0.129,-2.912,1,0.0,0.0495,95.961,4,55SUneDPq3ZOrJi8sVG78G,Click Click Boom,0.493
253,Dysfunction,Staind,282093,0.826,,0.000944,6,0.0818,-5.085,1,65.0,0.0362,106.606,4,6264zKFgXM13JuRBX4MMyD,Mudshovel,0.341
254,Flyleaf,Flyleaf,176160,0.959,,6.19e-06,10,0.118,-4.257,1,49.0,0.0854,153.925,4,3v0ylYF51SKkgAi4PrfKTq,I'm So Sick,0.269
255,System Of A Down,System Of A Down,153800,0.889,,0.00215,1,0.258,-2.693,1,49.0,0.261,131.073,4,1Ym3JWJG8HFJU2NbXavZ6a,Sugar,0.586
256,Awake,Godsmack,304373,0.755,,0.00396,5,0.31,-4.107,1,0.0,0.0549,111.813,4,4nutsbzI8q1Ha2Vs0dkeqJ,Awake,0.492
257,Make Yourself - Tour Edition,Incubus,223733,0.817,,0.0139,1,0.129,-6.489,0,0.0,0.0631,152.018,4,3FJuFr00K5IpgvTCDDaqW5,Pardon Me,0.28
258,Wonder What's Next (Expanded Edition),Chevelle,238400,0.843,,0.000803,1,0.348,-3.318,0,70.0,0.0488,140.055,3,1gyee1JuFFiP476LQpRMYU,The Red,0.332
259,Leave a Whisper,Shinedown,235160,0.916,,0.000588,5,0.0474,-4.557,1,46.0,0.0473,96.101,4,2DpBRXSlfNEWHf8PQkAVvQ,Fly from the Inside,0.385
260,Around the Fur,Deftones,214760,0.781,,0.205,1,0.166,-4.277,1,68.0,0.0377,71.841,4,1158ckiB5S4cpsdYHDB9IF,My Own Summer (Shove It),0.372
261,Crossfade,Crossfade,194227,0.815,,0,2,0.27,-5.55,0,68.0,0.0368,147.974,4,6ZxrUCaynLgKSUudACOTwj,Cold,0.618
262,Life,Dope,186067,0.96,,0.000997,5,0.109,-3.524,0,68.0,0.07,126.02,4,5bU4KX47KqtDKKaLM4QCzh,Die MF Die,0.567
263,Lost and Found,Mudvayne,216427,0.971,,2.11e-05,5,0.275,-2.661,0,68.0,0.0965,100.078,4,0INUE1K7cEiE8VH63Rv5RJ,Happy?,0.383
264,Tonight The Stars Revolt,Powerman 5000,177960,0.903,,0,11,0.295,-4.77,1,0.0,0.0756,143.828,4,4xfcKZRY6LnjfZwE5lVJp0,When Worlds Collide,0.581
265,Recoil (Explicit Content U.S. Version),Nonpoint,273067,0.812,,0.143,0,0.143,-4.193,1,58.0,0.0469,99.935,4,2GV039LpIeFtgTKKIZPrf0,In the Air Tonight,0.181
266,Revolution Revolucion,Ill Niño,210533,0.945,,0.0683,7,0.0841,-4.202,1,53.0,0.0979,174.756,4,3jmelhU4kuytaLPLeiAerH,I Am Loco,0.101
267,The Lonely Position Of Neutral,TRUSTcompany,191373,0.925,,1.6e-06,6,0.268,-3.317,1,0.0,0.113,196.198,4,55a9zQ8GXMw3gApQosXMHC,Downfall,0.511
268,Two,Earshot,213000,0.934,,0.164,9,0.0921,-3.899,1,57.0,0.0553,102.121,4,45R6DmpsaoqLujIn6qPTPH,Wait,0.477
269,Wisconsin Death Trip,Static-X,154907,0.978,,4.42e-06,0,0.287,-3.965,1,64.0,0.0493,149.887,4,6O7pihLJgeqxUnG7u9oYL2,Push It,0.499
270,The Darker Side of Nonsense,Dry Kill Logic,272267,0.937,,0.000542,7,0.608,-4.311,1,51.0,0.0969,136.46,4,78SOBkauu6CnXV2OtpDrHK,Rot,0.29
271,Year Of The Spider,Cold,189853,0.868,,0.000389,0,0.0836,-4.44,1,54.0,0.0639,138.807,3,40u9RFyKQfXwpPjFzK1bGO,Stupid Girl,0.164
272,Welcome,Taproot,189200,0.912,,0.0025,7,0.086,-2.968,1,58.0,0.107,105.368,4,7mQwxVogsnpR3h6AJLQLlR,Poem,0.666
273,Digimortal,Fear Factory,204853,0.871,,2.01e-05,0,0.11,-3.389,1,59.0,0.0844,111.989,4,4qjvr0qMFUo26SxwC4VygS,Linchpin,0.533
274,Through The Eyes (Explicit Version),Flaw,176600,0.896,,0.0212,9,0.0815,-6.393,1,0.0,0.109,192.392,4,3tpFewlKhFoWp46WUVAuth,Get Up Again,0.565
275,Nothing,A,223267,0.899,,0,2,0.512,-5.948,1,0.0,0.0793,176.686,4,42S5tXOXQycYxyytAwiXkg,Nothing,0.379
276,White Pony,Deftones,237360,0.986,,0.000136,8,0.0924,-3.022,1,59.0,0.107,85.117,4,0Qrb3L8JgreLBW8g4qyan9,Back to School (Mini Maggit),0.256
277,The Height of Callousness,Spineshank,194733,0.909,,0.000254,7,0.0981,-4.184,1,55.0,0.0637,121.966,4,5xqi4X6J5PHwndSJc7YLYH,New Disease,0.275
278,Best Of (Chapter One 1997-2004),Sevendust,258427,0.907,,0.00333,1,0.222,-5.587,1,55.0,0.0522,104.348,4,12nGRgtkjrqb3mvsEp4yKj,Denial,0.461
279,A Snow Capped Romance,36 Crazyfists,198600,0.931,,2.46e-05,0,0.115,-4.843,1,53.0,0.0847,160.079,4,201NunZ5rsvabQoX2PxMlS,Bloodwork,0.814
280,High 'N' Dry,Def Leppard,273733,0.676,,0,9,0.18,-9.036,0,56.0,0.0324,78.217,4,7iEVmnzJr1V7duYKPWplzp,Bringin' On The Heartbreak,0.529
281,Metal Rendez-Vous,Krokus,199040,0.572,,0.00123,9,0.0299,-10.976,1,39.0,0.0299,125.278,4,7dp39ThK3DGKVneJERWhHe,Bedside Radio,0.881
282,Best Of Accept,Accept,238400,0.789,,0.000778,4,0.325,-12.775,1,40.0,0.0522,146.983,4,6RsNd0M7jqbjIhj4qIbwip,I'm A Rebel,0.495
283,Demolition,Girlschool,171960,0.882,,0.671,0,0.318,-6.942,0,49.0,0.111,169.758,4,3D8KAebbZgAFdVjTrsNgOI,Race with the Devil,0.329
284,Great Gonzos! The Best Of Ted Nugent,Ted Nugent,289307,0.939,,0.000546,2,0.708,-6.889,1,44.0,0.296,171.237,4,2l6HrprjoJwGkzebFCTCkK,Wango Tango,0.552
285,Michael Schenker Group (2009 Remaster),Michael Schenker Group,251320,0.941,,0.00525,9,0.0791,-7.687,1,48.0,0.084,171.632,4,21CvmkU9C4GXrl1KZBl0FF,Armed and Ready - 2009 Remaster,0.77
286,Ready an' Willing (2013 Remaster),Whitesnake,259067,0.92,,7.56e-06,0,0.0837,-5.933,1,50.0,0.0581,122.417,4,1OwcckpLpQLDrAkBKYLEAX,Fool for Your Loving - 2011 Remaster,0.74
287,On Through The Night,Def Leppard,225227,0.963,,0.0241,4,0.0589,-6.539,0,42.0,0.103,176.364,4,4JrvsfwMdWJyEbV0DDZTtd,Wasted,0.572
288,Difficult To Cure,Rainbow,241893,0.86,,0,7,0.215,-5.284,0,56.0,0.0573,132.673,4,2dHjSNCw10clC9oOld8tPn,I Surrender,0.795
289,Standing Hampton,Sammy Hagar,230507,0.639,,0,2,0.292,-11.674,1,60.0,0.0471,186.502,4,1XxUDJp9zsjd6tBSvE3la4,Heavy Metal,0.643
290,Danzig,Danzig,204867,0.763,,0.000457,11,0.0865,-9.45,0,70.0,0.0591,148.366,4,7txxAtOMwLLnQTpKeBL6bp,Mother,0.342
291,Winger,Winger,245267,0.676,,2.29e-06,8,0.0625,-11.931,1,59.0,0.0295,95.98,4,2ZS0wDcdfrJPC86u5aJGo9,Seventeen,0.676
292,Mechanical Resonance,Tesla,318227,0.768,,2.58e-06,4,0.0925,-8.836,1,58.0,0.0347,112.796,4,5ZIU2kT1wNjQNclQeVCz5O,Modern Day Cowboy,0.32
293,Invasion of Privacy,Ratt,205560,0.759,,0.0081,10,0.174,-13.475,1,59.0,0.0354,198.117,4,3D5ORNm9spaTcdRx50ksHx,Lay It Down,0.279
294,1984 (Remastered),Van Halen,241600,0.835,,0.000376,0,0.0702,-6.219,1,80.0,0.0317,129.994,4,7N3PAbqfTjSEU1edb2tY8j,Jump - 2015 Remaster,0.796
295,Blizzard of Ozz (Expanded Edition),Ozzy Osbourne,302640,0.757,,0.000294,2,0.359,-6.482,0,41.0,0.0591,108.554,4,5XfWzGa5zuz88IOYbWNTMa,Mr. Crowley,0.357
296,Creatures Of The Night,KISS,255427,0.897,,1.85e-06,5,0.0809,-6.406,0,58.0,0.0538,170.916,4,7yDrKl1J4VWNbR4aLU3qJ7,I Love It Loud,0.263
297,Blackout,Scorpions,238867,0.796,,2.52e-06,9,0.166,-2.851,0,56.0,0.0431,118.146,4,0hLQWHwB6GZlkASpS7DkdW,No One Like You - 2015 Remaster,0.696
298,Overkill (Deluxe Edition),Motörhead,313520,0.886,,0.0243,11,0.0899,-6.899,1,41.0,0.117,119.285,4,1Krtfh550kyhfWPcRp6SnD,Overkill,0.192
